Org Name	Station ID	State	County	HUC	Generated HUC	Station Latitude	Station Longitude	Station Horizontal Datum	Activity ID	Activity Start	Activity Start Zone	Activity Medium	Activity Type	Activity Category-Rep Num	Subject Taxon	Biopart	Activity Depth	Activity Depth Unit	Characteristic Name	Characteristic Description	Sample Fraction	Value Type	Statistic Type	Result Value Status	Result Value as Text	Units	Analytical Proc ID	Metric Type ID	Metric Value	Metric Unit	Metric Score
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD21_KM2_BSN	4.874	km2	4.874
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD22_KM2_BSN	0.101	km2	0.101
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD23_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD24_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD31_KM2_BSN	0.162	km2	0.162
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD32_KM2_BSN	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD41_KM2_BSN	219.217	km2	219.217
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BASIN:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD42_KM2_BSN	1.292	km2	1.292
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	BUFFERAREA_KM2	14.076	km2	14.076
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	BUFFERAREA_HA	1407.6	ha	1407.6
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	MISSDATA_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD11_KM2_BUFR	5.339	km2	5.339
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD12_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD21_KM2_BUFR	0.315	km2	0.315
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD22_KM2_BUFR	0.005	km2	0.005
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD23_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD24_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD31_KM2_BUFR	0.159	km2	0.159
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD32_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD41_KM2_BUFR	7.398	km2	7.398
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD42_KM2_BUFR	0.174	km2	0.174
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD51_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD52_KM2_BUFR	0.162	km2	0.162
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD71_KM2_BUFR	0.078	km2	0.078
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD72_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD43_KM2_BUFR	0.123	km2	0.123
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD73_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD74_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD81_KM2_BUFR	0.272	km2	0.272
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD82_KM2_BUFR	0.037	km2	0.037
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD90_KM2_BUFR	0.014	km2	0.014
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD91_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD92_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD93_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD94_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD95_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD96_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD97_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD98_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	NLCD99_KM2_BUFR	0	km2	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	LANDUSE_KM2_BUFR	14.076	km2	14.076
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_OPENH20_BUFR	37.9	%	37.9
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_ICESNOW_BUFR	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_WATER_BUFR	37.9	%	37.9
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DEVOPEN_BUFR	2.2	%	2.2
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DEVLOW_BUFR	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DEVMED_BUFR	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DEVHIGH_BUFR	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DEVELOPED_BUFR	2.2	%	2.2
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_BARREN_BUFR	1.1	%	1.1
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_DECID_BUFR	52.6	%	52.6
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_CONIF_BUFR	1.2	%	1.2
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_MIXED_BUFR	0.9	%	0.9
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_FOREST_BUFR	54.7	%	54.7
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_SHRUBLAND_BUFR	1.2	%	1.2
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_GRASS_BUFR	0.6	%	0.6
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_PASTURE_BUFR	1.9	%	1.9
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_CROPS_BUFR	0.3	%	0.3
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_AGRIC_BUFR	2.2	%	2.2
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_WDYWET_BUFR	0.1	%	0.1
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_EMHERBWET_BUFR	0	%	0
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	BUFFER:0191	2009-10-22 00:00:00		Other	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment													~	PCT_WETLAND_BUFR	0.1	%	0.1
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Aphanothece 				Aphanothece	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=636.00		Actual		Final	435.213675213675	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Kellicottia longispina 				Kellicottia longispina	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=58486		Actual		Final	7.0083424807789e-006	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Dinobryon 				Dinobryon	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1515		Actual		Final	15.5897435897436	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Synedra 				Synedra	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3013		Actual		Final	2.5982905982906	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Lyngbya 				Lyngbya	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=870		Actual		Final	1.2991452991453	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Tetraedron 				Tetraedron	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=5661		Actual		Final	2.5982905982906	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Coelastrum 				Coelastrum	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=6273		Actual		Final	7.79487179487179	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Diaphanosoma 				Diaphanosoma	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83837		Actual		Final	3.85458836442839e-005	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Holopedium amazonicum 				Holopedium amazonicum	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83958		Actual		Final	0.000339904610317776	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Brachionus caudatus 				Brachionus caudatus	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=58454		Actual		Final	7.0083424807789e-006	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	POE5:0191:1:P	2009-10-21 00:00:00		Biological	Sample-Routine	Sample-Routine	Chroomonas 				Chroomonas	http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=10613		Actual		Final	5.1965811965812	count	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					pH			Actual		Final	7.07	None	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					Conductivity		Total	Actual		Final	16.32	uS/cm	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					Gran acid neutralizing capacity		Total	Actual		Final	105.44	ueq/L	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					Turbidity			Actual		Final	Present Below Quantification Limit		~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					Organic carbon		Total	Actual		Final	1.09	mg/l	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					True color		Total	Actual		Final	Present Below Quantification Limit		~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					Organic carbon		Dissolved	Actual		Final	1.05	mg/l	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					Ammonium		Total	Actual		Final	Present Below Quantification Limit		~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					Nitrogen		Total	Actual		Final	48	ug/l	~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					Phosphorus			Actual		Final	Present Below Quantification Limit		~				
EPA National Aquatic Resources Survey (NARS)	NLA06608-0191	NORTH CAROLINA	MACON	06010202	06010202	35.1678348	-83.6670913	WGS84       	QWCH:0191:1:070721:P	2007-07-21 00:00:00		Water	Sample-Routine	Sample-Routine					Chloride		Total	Actual		Final	25.921314	ueq/L	~				
